/Users/joel/Desktop/Data/IMG/center_2019_11_17_16_57_21_049.jpg, /Users/joel/Desktop/Data/IMG/left_2019_11_17_16_57_21_049.jpg, /Users/joel/Desktop/Data/IMG/right_2019_11_17_16_57_21_049.jpg, 0, 0, 0, 8.215032E-05
/Users/joel/Desktop/Data/IMG/center_2019_11_17_16_57_21_154.jpg, /Users/joel/Desktop/Data/IMG/left_2019_11_17_16_57_21_154.jpg, /Users/joel/Desktop/Data/IMG/right_2019_11_17_16_57_21_154.jpg, 0, 0, 0, 7.833242E-05
/Users/joel/Desktop/Data/IMG/center_2019_11_17_16_57_21_257.jpg, /Users/joel/Desktop/Data/IMG/left_2019_11_17_16_57_21_257.jpg, /Users/joel/Desktop/Data/IMG/right_2019_11_17_16_57_21_257.jpg, 0, 0, 0, 8.153572E-05
/Users/joel/Desktop/Data/IMG/center_2019_11_17_16_57_21_357.jpg, /Users/joel/Desktop/Data/IMG/left_2019_11_17_16_57_21_357.jpg, /Users/joel/Desktop/Data/IMG/right_2019_11_17_16_57_21_357.jpg, 0, 0, 0, 7.854035E-05
/Users/joel/Desktop/Data/IMG/center_2019_11_17_16_57_21_460.jpg, /Users/joel/Desktop/Data/IMG/left_2019_11_17_16_57_21_460.jpg, /Users/joel/Desktop/Data/IMG/right_2019_11_17_16_57_21_460.jpg, 0, 0, 0, 7.873282E-05
/Users/joel/Desktop/Data/IMG/center_2019_11_17_16_57_21_560.jpg, /Users/joel/Desktop/Data/IMG/left_2019_11_17_16_57_21_560.jpg, /Users/joel/Desktop/Data/IMG/right_2019_11_17_16_57_21_560.jpg, 0, 0, 0, 7.887292E-05
/Users/joel/Desktop/Data/IMG/center_2019_11_17_16_57_21_664.jpg, /Users/joel/Desktop/Data/IMG/left_2019_11_17_16_57_21_664.jpg, /Users/joel/Desktop/Data/IMG/right_2019_11_17_16_57_21_664.jpg, 0, 0, 0, 7.887583E-05
/Users/joel/Desktop/Data/IMG/center_2019_11_17_16_57_21_768.jpg, /Users/joel/Desktop/Data/IMG/left_2019_11_17_16_57_21_768.jpg, /Users/joel/Desktop/Data/IMG/right_2019_11_17_16_57_21_768.jpg, 0, 0, 0, 7.964025E-05
/Users/joel/Desktop/Data/IMG/center_2019_11_17_16_57_21_880.jpg, /Users/joel/Desktop/Data/IMG/left_2019_11_17_16_57_21_880.jpg, /Users/joel/Desktop/Data/IMG/right_2019_11_17_16_57_21_880.jpg, 0, 0, 0, 8.277999E-05
/Users/joel/Desktop/Data/IMG/center_2019_11_17_16_57_21_994.jpg, /Users/joel/Desktop/Data/IMG/left_2019_11_17_16_57_21_994.jpg, /Users/joel/Desktop/Data/IMG/right_2019_11_17_16_57_21_994.jpg, 0, 0, 0, 7.824367E-05
